symbol,cycle_id,cycle_open_time,cycle_open_execID,execution_count,first_event_time,last_event_time,lot_size_versions,order_tie_count,price_provenance_counts,terminal_position,terminal_current_cost_api_raw,terminal_aep
XBTUSD,XBTUSD-C0688,2026-03-04T09:06:41.266000Z,00000000-006d-1000-0000-002c4b221237,627,2026-03-04T09:06:41.266000Z,2026-07-19T12:00:00.330000Z,100,70,"{'NOT_AUDITED_IN_M0_02B_0_2': 215, 'NOT_APPLICABLE': 412}",-998000,1386445848,71982.618490822464968098336702587628720357600841946133345892107878589169521669517386375861191593009783898288650769001163067364823586717576221993137280942905343504535017594693555225292123462257237167290
