cycle_id,symbol,is_btc_first_scope,direction,open_time,close_time,duration_seconds,initial_qty,maximum_abs_qty,terminal_qty,opening_exec_count,add_count,reduce_count,flip_origin,close_type,opening_execID,closing_execID,cycle_event_count,funding_event_count,gross_pnl_analytical,reported_pnl_total,reported_pnl_count,fee,funding,wallet_net_candidate,wallet_net_status,pnl_currency,reported_pnl_available,ordering_confidence,action_confidence,accounting_confidence,price_confidence,wallet_confidence,overall_confidence,confidence_status,accounting_position_cycle_ids,strategy_fidelity
XBTUSD-C0001,XBTUSD,True,LONG,2020-05-01T09:03:47.360000Z,2020-05-01T11:47:37.525000Z,9830.165,1500,28998,0,1,6,1,NONE,FULL_CLOSE,1f778c8c-a0b4-62da-b752-7a01cc143bb6,f16490eb-c299-13c4-5934-aca00bdc2715,9,0,7094844.000000000000000000000,0,0,339952,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0001,BEHAVIORAL_APPROXIMATION
XBTUSD-C0002,XBTUSD,True,LONG,2020-05-01T12:34:19.019000Z,2020-05-01T20:06:31.420000Z,27132.401,9666,74992,0,1,17,2,NONE,FULL_CLOSE,24c42134-a03a-b275-df47-6a83ca7fdec8,fa04891f-c3fe-8983-4df0-fb14086c2615,21,1,-6020755.999999999999999999999,0,0,513941,85873,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0002,BEHAVIORAL_APPROXIMATION
XBTUSD-C0003,XBTUSD,True,LONG,2020-05-01T21:30:33.177000Z,2020-05-02T13:23:41.130000Z,57187.953,11080,35332,0,1,9,3,NONE,FULL_CLOSE,05f83ccf-70ef-b1da-1eb7-7fb723af742e,e9087b9a-7993-c2b5-422e-b60321a92e4c,14,2,5158472,0,0,541036,79871,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0003,BEHAVIORAL_APPROXIMATION
LTCM20-C0001,LTCM20,False,SHORT,2020-05-01T23:45:58.220000Z,2020-05-02T20:49:14.945000Z,75796.725,-14,333,0,1,30,7,NONE,FULL_CLOSE,658fe8e3-bc74-4657-220a-46acb096f139,d63d4be2-7d1b-534a-0cd6-b2ab4c33efb5,39,0,-6438000.000000000000000000000,0,0,427008,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LTCM20-C0001,BEHAVIORAL_APPROXIMATION
ADAM20-C0001,ADAM20,False,LONG,2020-05-02T14:26:45.069000Z,2020-05-04T14:09:50.806000Z,171785.737,3840,1828163,0,1,29,33,NONE,FULL_CLOSE,4c8d5cfc-a3f8-276d-be6b-5a43aae37d7d,708e5635-f053-b168-1f02-af9ebe3ad5c0,64,0,-34733667.00000000000000000000,0,0,1357891,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0001,BEHAVIORAL_APPROXIMATION
XBTUSD-C0004,XBTUSD,True,LONG,2020-05-02T18:08:49.639000Z,2020-05-03T06:07:39.930000Z,43130.291,4513,42996,0,1,8,10,NONE,FULL_CLOSE,38354b39-ab22-7c18-0ea6-2eebe5c1ad63,f1c867ea-87ed-412b-605b-e3d13d0f81de,20,2,13763387.99999999999999999999,0,0,210063,95421,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0004,BEHAVIORAL_APPROXIMATION
LTCM20-C0002,LTCM20,False,LONG,2020-05-02T20:49:14.945000Z,2020-05-04T05:17:10.296000Z,116875.351,20,1262,-134,1,10,56,NONE,FLIP,e7f56812-ac46-a222-4a61-d45e89b67d38,0e316439-9530-62e5-09fa-915527a6de29,68,0,-31609500.00000000000000000009,0,0,437544,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"LTCM20-C0002,LTCM20-C0003",BEHAVIORAL_APPROXIMATION
XBTUSD-C0005,XBTUSD,True,LONG,2020-05-03T07:14:36.775000Z,2020-05-03T15:44:36.130000Z,30599.355,5666,103324,0,1,16,22,NONE,FULL_CLOSE,81817976-1cf2-70e4-5174-c4f4cfc14025,ffeee865-d980-66cb-74db-5206a36f5f2a,40,1,-6995028.000000000000000000000,0,0,642393,50092,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0005,BEHAVIORAL_APPROXIMATION
XBTUSD-C0006,XBTUSD,True,LONG,2020-05-03T15:49:59.145000Z,2020-05-05T09:25:24.095000Z,149724.95,4666,29108,0,1,3,3,NONE,FULL_CLOSE,4712f58a-0953-a910-d56d-b4335ea73a7e,da875f8d-cd3a-5f80-6093-b666265e10c9,8,5,12950566.00000000000000000000,0,0,142350,38175,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0006,BEHAVIORAL_APPROXIMATION
LTCM20-C0003,LTCM20,False,SHORT,2020-05-04T05:17:10.296000Z,2020-05-06T09:52:00.862000Z,189290.566,-134,2253,0,1,48,33,LTCM20-C0002,FULL_CLOSE,0e316439-9530-62e5-09fa-915527a6de29,fe71f178-ec54-9c59-0f31-35c5038649e5,83,0,19504000.00000000000000000002,0,0,2176535,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LTCM20-C0003,BEHAVIORAL_APPROXIMATION
XBTUSD-C0007,XBTUSD,True,LONG,2020-05-05T10:00:31.359000Z,2020-05-07T06:52:04.130000Z,161492.771,4666,51328,0,1,8,11,NONE,FULL_CLOSE,9c9f1428-c09f-87ea-d697-fa37c022d619,ec0d3146-f71f-1bc7-038b-ab01b74b744f,21,6,26000100.00000000000000000000,0,0,243253,303357,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0007,BEHAVIORAL_APPROXIMATION
XBTUSD-C0008,XBTUSD,True,LONG,2020-05-10T03:10:26.812000Z,2020-05-10T08:01:24.164000Z,17457.352,5444,87363,0,1,13,8,NONE,FULL_CLOSE,c2f401dd-61c6-7390-89c7-d66b4c0742ec,eac7eb1b-5ba9-dfd3-5805-366604eaaac3,23,1,35553895.00000000000000000000,0,0,918392,-45425,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0008,BEHAVIORAL_APPROXIMATION
XBTUSD-C0009,XBTUSD,True,SHORT,2020-05-10T08:20:27.874000Z,2020-05-10T09:59:47.298000Z,5959.424,-3804,3804,0,1,0,1,NONE,FULL_CLOSE,f73d078e-521d-0d53-a5a6-73b09d39043e,7526e2cb-cc1f-4ac5-50c2-5cfebba10683,3,0,448872,0,0,19243,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0009,BEHAVIORAL_APPROXIMATION
XBTUSD-C0010,XBTUSD,True,LONG,2020-05-10T09:59:49.340000Z,2020-05-11T18:17:00.254000Z,116230.914,3804,136288,0,1,63,26,NONE,FULL_CLOSE,ea98e25d-fc02-e6d8-c000-4b8bd2bc1dcc,fb4ec63e-047b-356d-f19e-26be19b3309b,91,4,-35924405.99999999999999999999,0,0,1332611,-176864,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0010,BEHAVIORAL_APPROXIMATION
XBTUSD-C0011,XBTUSD,True,SHORT,2020-05-11T18:31:33.729000Z,2020-05-11T18:36:51.573000Z,317.844,-15990,444444,0,1,33,57,NONE,FULL_CLOSE,02a1de35-5d19-4a5d-4987-bd01c743253b,deb40174-7640-235e-8d9a-cb8dc4eb5d8d,92,0,41019022.00000000000000000007,0,0,7112521,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0011,BEHAVIORAL_APPROXIMATION
XBTUSD-C0012,XBTUSD,True,SHORT,2020-05-21T12:35:54.239000Z,2020-05-21T18:06:04.304000Z,19810.065,-804,64552,0,1,9,10,NONE,FULL_CLOSE,3407f360-c99d-5de2-ca46-d55e76860e35,dc71b16e-9cf4-302b-0538-21f5bf22e532,21,0,33294972.00000000000000000000,0,0,730624,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0012,BEHAVIORAL_APPROXIMATION
XBTUSD-C0013,XBTUSD,True,LONG,2020-05-21T18:57:25.876000Z,2020-05-22T16:16:02.606000Z,76716.73,8555,8555,0,1,0,0,NONE,FULL_CLOSE,229f4b7f-4245-34e2-55dc-224f952b8c14,33357ee7-7a9a-3d4b-bcb0-9bae2dcd04f8,2,3,4029405,0,0,40971,22051,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0013,BEHAVIORAL_APPROXIMATION
XBTUSD-C0014,XBTUSD,True,LONG,2020-05-22T19:47:09.265000Z,2020-05-28T13:31:27.719000Z,495858.454,5555,171875,0,1,37,50,NONE,FULL_CLOSE,9067f05f-bbee-4cd9-e1d8-4a16e18dee3e,8a448aed-6b41-5a7a-43c6-e954e7589628,89,18,53660733.00000000000000000001,0,0,2202,-196870,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0014,BEHAVIORAL_APPROXIMATION
TRXM20-C0001,TRXM20,False,LONG,2020-05-22T21:43:52.981000Z,2020-05-31T19:22:31.426000Z,769118.445,50000,4000000,0,1,70,23,NONE,FULL_CLOSE,0eb8698a-0481-5731-cd9b-c37a7fe1d025,1f2969d3-7b57-f8e8-bb03-f98477648c1d,95,0,27800000.0,0,0,292790,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRXM20-C0001,BEHAVIORAL_APPROXIMATION
ETHM20-C0001,ETHM20,False,LONG,2020-05-29T00:07:56.507000Z,2020-05-30T13:14:47.341000Z,133610.834,4,360,0,1,18,32,NONE,FULL_CLOSE,6ecd46ba-fb77-8303-dc58-cf89b40de2f7,e3c13754-57d6-17f4-70fa-f03cde1d2188,52,0,56816999.99999999999999999995,0,0,1954249,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHM20-C0001,BEHAVIORAL_APPROXIMATION
LTCM20-C0004,LTCM20,False,LONG,2020-05-30T09:28:24.648000Z,2020-06-08T22:11:45.084000Z,823400.436,5,3719,0,1,109,87,NONE,FULL_CLOSE,09e95d91-ce87-0109-6104-69939d09258b,e1a9a8cb-799d-995d-787a-a3e6c040a77d,198,0,-33757499.99999999999999999999,0,0,2763735,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LTCM20-C0004,BEHAVIORAL_APPROXIMATION
XBTUSD-C0015,XBTUSD,True,LONG,2020-05-30T20:47:31.426000Z,2020-06-04T18:22:10.007000Z,423278.581,5555,242765,0,1,37,57,NONE,FULL_CLOSE,f1b20228-d700-2dff-563e-06101bff6882,b64c1d84-5a00-a9f9-32cd-d7c0b8cb0495,96,14,109882346.0000000000000000000,0,0,1095831,1386127,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0015,BEHAVIORAL_APPROXIMATION
ADAM20-C0002,ADAM20,False,SHORT,2020-05-31T13:01:36.259000Z,2020-05-31T15:01:01.490000Z,7165.231,-100000,200000,0,1,3,6,NONE,FULL_CLOSE,e1e85db7-b053-94a9-f686-2335dc8704db,e034ed8e-bdeb-f92f-9567-c10d4f5d394f,11,0,9400000,0,0,531179,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0002,BEHAVIORAL_APPROXIMATION
ADAM20-C0003,ADAM20,False,SHORT,2020-05-31T15:10:39.575000Z,2020-06-02T15:39:18.579000Z,174519.004,-453,404100,0,1,46,12,NONE,FULL_CLOSE,b713e9dc-ba6f-1714-8acb-0daacf75aa1a,287971bb-8df3-30e0-56cb-6c5dc451c38f,60,0,20682900.00000000000000000000,0,0,166778,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0003,BEHAVIORAL_APPROXIMATION
ETHUSD-C0001,ETHUSD,False,LONG,2020-06-01T22:24:28.491000Z,2020-06-02T14:49:16.883000Z,59088.392,11,89766,0,1,38,8,NONE,FULL_CLOSE,5da664db-6574-88bc-412b-8a4f486af4a9,f555f314-4bf3-8158-0ba1-bae842983646,48,2,-58368574.00000000000000000000,0,0,1132221,632424,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHUSD-C0001,BEHAVIORAL_APPROXIMATION
ADAM20-C0004,ADAM20,False,SHORT,2020-06-02T20:17:24.716000Z,2020-06-04T01:22:36.382000Z,104711.666,-400,1037199,0,1,21,10,NONE,FULL_CLOSE,47da757f-5ab6-cfa3-13d4-cde705aa7cbf,ef3b0e24-c91e-0705-46a5-361454d2fcac,33,0,-96198517.00000000000000000000,0,0,1950699,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0004,BEHAVIORAL_APPROXIMATION
ETHUSD-C0002,ETHUSD,False,LONG,2020-06-02T21:36:29.080000Z,2020-06-04T09:04:08.607000Z,127659.527,150,55475,0,1,19,33,NONE,FULL_CLOSE,1bf83b19-870c-e7bb-5518-fa0f01dc8997,e8a31f73-6fb0-70dc-b4a9-e0aab5703992,54,4,44467965.00000000000000000000,0,0,1024473,2013598,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHUSD-C0002,BEHAVIORAL_APPROXIMATION
XBTUSD-C0016,XBTUSD,True,LONG,2020-06-05T20:57:31.356000Z,2020-06-11T15:15:41.435000Z,497890.079,7555,172880,0,1,30,35,NONE,FULL_CLOSE,c827527a-f363-e778-ddb8-bfcb834e8a45,ed63ad3d-e63f-6202-52f7-fd3c2cc71d55,67,17,58871209.00000000000000000000,0,0,437856,896692,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0016,BEHAVIORAL_APPROXIMATION
ADAM20-C0005,ADAM20,False,SHORT,2020-06-06T11:43:44.224000Z,2020-06-08T22:08:19.166000Z,210274.942,-50000,400000,0,1,18,16,NONE,FULL_CLOSE,0f40951a-a75a-bf2b-c80f-567066b7f38b,c5266a13-7e28-58f1-0626-0b88ff90a784,36,0,4526645.000,0,0,998716,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0005,BEHAVIORAL_APPROXIMATION
TRXM20-C0002,TRXM20,False,LONG,2020-06-06T11:50:04.906000Z,2020-06-07T13:17:24.710000Z,91639.804,100000,500000,0,1,4,0,NONE,FULL_CLOSE,edd4ff98-ad63-c196-8bae-77bbd0a8d928,0470a2f9-eb49-4edd-347a-cf318d7cbe5a,6,0,3000000,0,0,402750,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRXM20-C0002,BEHAVIORAL_APPROXIMATION
ADAM20-C0006,ADAM20,False,SHORT,2020-06-09T18:05:06.914000Z,2020-06-11T17:51:37.047000Z,171990.133,-625,350800,0,1,10,10,NONE,FULL_CLOSE,01f25bcd-9507-027c-085f-a97095e4458b,8f4b35b9-4dcd-3b53-d04a-adbb6379e878,22,0,14924451.00000000000000000000,0,0,422376,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0006,BEHAVIORAL_APPROXIMATION
TRXM20-C0003,TRXM20,False,LONG,2020-06-11T13:18:24.448000Z,2020-06-11T16:02:16.526000Z,9832.078,145713,200000,0,1,2,2,NONE,FULL_CLOSE,080e5730-22d3-44cf-7a4a-285e1ddc5393,e3dfd727-c91c-1260-4e32-db9d48140425,6,0,0,0,0,62639,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRXM20-C0003,BEHAVIORAL_APPROXIMATION
XBTUSD-C0017,XBTUSD,True,LONG,2020-06-11T16:00:49.415000Z,2020-06-11T18:01:35.905000Z,7246.49,6555,54197,0,1,8,0,NONE,FULL_CLOSE,ae77c3e0-bafc-3cfb-fef6-654ac9e826e1,332fe695-e2e6-9e61-96ff-5d3e4922361b,10,0,6938905,0,0,259450,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0017,BEHAVIORAL_APPROXIMATION
TRXM20-C0004,TRXM20,False,LONG,2020-06-11T16:45:08.739000Z,2020-06-14T11:15:54.307000Z,239445.568,200000,800000,0,1,5,23,NONE,FULL_CLOSE,368d60ac-3c22-aad4-8941-f63a37fadd06,faa960e4-2cae-e2bd-6fa4-858286ecaac3,30,0,3900000.0,0,0,64128,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRXM20-C0004,BEHAVIORAL_APPROXIMATION
XBTUSD-C0018,XBTUSD,True,LONG,2020-06-11T19:23:54.379000Z,2020-06-12T14:50:32.694000Z,69998.315,6555,19665,0,1,2,0,NONE,FULL_CLOSE,f790b311-5c0a-6326-918c-97782896967b,450fe6cb-d6ae-b968-112b-e676554b695f,4,3,4509840,0,0,92603,-13296,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0018,BEHAVIORAL_APPROXIMATION
ADAM20-C0007,ADAM20,False,LONG,2020-06-11T23:36:19.102000Z,2020-06-12T05:33:23.328000Z,21424.226,50000,50000,0,1,0,0,NONE,FULL_CLOSE,ad569fa3-077c-7edc-fec3-faab70d5eba5,1fa3a1ea-4c84-d603-8d4c-2177669eb36e,2,0,1000000,0,0,74520,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0007,BEHAVIORAL_APPROXIMATION
ADAM20-C0008,ADAM20,False,SHORT,2020-06-12T06:38:44.125000Z,2020-06-15T03:22:00.980000Z,247396.855,-2079,450000,0,1,19,16,NONE,FULL_CLOSE,5c8e334b-81d2-c6be-6935-a1c9a1a0a6ae,fa9898f2-0e4d-5c4f-6412-95d56a2ce196,37,0,19000000.00000000000000000000,0,0,-112805,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0008,BEHAVIORAL_APPROXIMATION
XBTUSD-C0019,XBTUSD,True,SHORT,2020-06-14T06:41:47.368000Z,2020-06-14T11:15:13.716000Z,16406.348,-4000,257665,0,1,46,19,NONE,FULL_CLOSE,0d55c9bc-7556-d97e-ec19-7f817fb9a5d4,fe43d7a3-11c4-9f99-fcfd-a3ce997c83c7,67,0,-6373739.999999999999999999999,0,0,3692851,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0019,BEHAVIORAL_APPROXIMATION
XBTUSD-C0020,XBTUSD,True,SHORT,2020-06-14T13:13:12.776000Z,2020-06-14T16:45:47.874000Z,12755.098,-24441,152555,0,1,4,5,NONE,FULL_CLOSE,1a0d1ce9-f669-6f67-7964-0660ea98cffc,e168b186-3b77-08cf-3e81-42b61f78db55,11,0,-4424095,0,0,2194692,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0020,BEHAVIORAL_APPROXIMATION
XBTUSD-C0021,XBTUSD,True,SHORT,2020-06-14T18:17:17.443000Z,2020-06-15T20:54:23.606000Z,95826.163,-4257,152555,0,1,85,16,NONE,FULL_CLOSE,063fce07-c589-5c90-dffc-23fa8625c999,caca2b1d-63d6-1735-a248-e3c682390d61,103,4,21045736.00000000000000000000,0,0,1388413,-298432,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0021,BEHAVIORAL_APPROXIMATION
ADAM20-C0009,ADAM20,False,LONG,2020-06-15T03:22:42.164000Z,2020-06-15T20:21:57.411000Z,61155.247,50000,50000,-50000,1,0,0,NONE,FLIP,d2a4e7a4-38fd-ee0b-c49e-a421cc7aff12,e5078da2-8e54-bd33-8b42-37e4a9e4bea7,2,0,2550000,0,0,-55350,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"ADAM20-C0009,ADAM20-C0010",BEHAVIORAL_APPROXIMATION
ADAM20-C0010,ADAM20,False,SHORT,2020-06-15T20:21:57.411000Z,2020-06-15T21:01:34.838000Z,2377.427,-50000,50000,0,1,0,0,ADAM20-C0009,FULL_CLOSE,e5078da2-8e54-bd33-8b42-37e4a9e4bea7,9392e85a-1031-0011-42dd-482c193e1fb3,2,0,-150000,0,0,94500,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0010,BEHAVIORAL_APPROXIMATION
XBTUSD-C0022,XBTUSD,True,LONG,2020-06-15T22:35:23.634000Z,2020-06-19T02:11:47.049000Z,272183.415,9666,68330,0,1,10,9,NONE,FULL_CLOSE,02a65e5d-cb84-52a1-082f-4d7ff90695e1,fbed2262-a703-9da1-8d0f-c0d0116beaf9,21,9,-1487856.000000000000000000000,0,0,331188,296066,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0022,BEHAVIORAL_APPROXIMATION
ADAM20-C0011,ADAM20,False,SHORT,2020-06-18T07:54:28.713000Z,2020-06-22T06:27:13.773000Z,340365.06,-1090,170176,0,1,62,0,NONE,FULL_CLOSE,44cd508e-1ad4-7783-809c-162c41222fbf,e944dee5-7876-6971-6de8-bc15999016ea,64,0,4420312,0,0,325708,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0011,BEHAVIORAL_APPROXIMATION
XBTUSD-C0023,XBTUSD,True,LONG,2020-06-20T11:15:45.218000Z,2020-06-25T03:12:47.645000Z,403022.427,12222,729654,0,1,65,80,NONE,FULL_CLOSE,80093d8d-890b-4973-6c13-9da8eb9c6db9,4e4f9ec1-e357-b37d-b89e-a3aba301c35c,147,14,-158004825.0000000000000000000,0,0,8352539,2834677,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0023,BEHAVIORAL_APPROXIMATION
ETHM20-C0002,ETHM20,False,LONG,2020-06-23T21:27:08.704000Z,2020-06-26T07:16:24.011000Z,208155.307,50,552,0,1,24,8,NONE,FULL_CLOSE,590c8df1-9132-0b70-b476-c5ac235e01ec,e7183b49-1001-f250-d7bb-917c7a7d22d5,34,0,-17063000.00000000000000000000,0,0,3992140,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHM20-C0002,BEHAVIORAL_APPROXIMATION
ADAM20-C0012,ADAM20,False,SHORT,2020-06-24T02:13:03.605000Z,2020-06-24T06:19:12.538000Z,14768.933,-12248,172248,0,1,25,7,NONE,FULL_CLOSE,f0192765-99d7-2af4-ef3c-49fee79face5,b4647d9f-68cf-08dc-285c-3f1977f5f646,34,0,-2448216.000000000000000000000,0,0,139581,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ADAM20-C0012,BEHAVIORAL_APPROXIMATION
ETHUSD-C0003,ETHUSD,False,LONG,2020-06-24T04:53:41.953000Z,2020-06-27T00:24:05.593000Z,243023.64,500,102665,0,1,31,29,NONE,FULL_CLOSE,32b94102-4dbf-a0a9-ed08-e5939bcc9cd8,f3a1ab96-4c51-3f1a-3b5c-d588c40a2bfe,62,8,-99616210.00000000000000000002,0,0,2961511,1681182,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHUSD-C0003,BEHAVIORAL_APPROXIMATION
XBTUSD-C0024,XBTUSD,True,LONG,2020-06-25T06:45:45.804000Z,2020-06-27T02:49:35.617000Z,158629.813,19666,88664,0,1,22,7,NONE,FULL_CLOSE,96adabab-5e6b-f923-0d71-f8318dff0313,f874f9bb-dd77-4b8d-3003-cc8dec3f6038,31,5,-2603574.000000000000000000000,0,0,631429,369978,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0024,BEHAVIORAL_APPROXIMATION
