cycle_id,symbol,is_btc_first_scope,direction,open_time,close_time,duration_seconds,initial_qty,maximum_abs_qty,terminal_qty,opening_exec_count,add_count,reduce_count,flip_origin,close_type,opening_execID,closing_execID,cycle_event_count,funding_event_count,gross_pnl_analytical,reported_pnl_total,reported_pnl_count,fee,funding,wallet_net_candidate,wallet_net_status,pnl_currency,reported_pnl_available,ordering_confidence,action_confidence,accounting_confidence,price_confidence,wallet_confidence,overall_confidence,confidence_status,accounting_position_cycle_ids,strategy_fidelity
ETHUSD-C0075,ETHUSD,False,LONG,2020-11-27T03:19:40.806000Z,2020-11-27T07:52:16.297000Z,16355.491,100,500,0,1,1,0,NONE,FULL_CLOSE,3957cf39-11f3-b639-44b3-422c02e0a067,0aa26b86-8b6f-d68e-f109-9941f31f5448,3,1,-110000,0,0,38932,2599,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHUSD-C0075,BEHAVIORAL_APPROXIMATION
ETHUSD-C0076,ETHUSD,False,LONG,2020-11-27T08:04:08.511000Z,2020-11-27T15:02:54.203000Z,25125.692,500,1500,-500,1,2,3,NONE,FLIP,9d99d133-12f1-6dd2-d06b-efbb36d3bafb,c0956466-8b65-4773-91e6-e17133cf5086,7,1,17500.00000000000000000000000,0,0,56952,-28670,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"ETHUSD-C0076,ETHUSD-C0077",BEHAVIORAL_APPROXIMATION
ETHUSD-C0077,ETHUSD,False,SHORT,2020-11-27T15:02:54.203000Z,2020-11-28T10:49:48.277000Z,71214.074,-500,4500,0,1,13,4,ETHUSD-C0076,FULL_CLOSE,c0956466-8b65-4773-91e6-e17133cf5086,a8200507-af46-17cd-a8f9-6412e907b53e,19,2,-3293270.000000000000000000000,0,0,275258,-35795,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHUSD-C0077,BEHAVIORAL_APPROXIMATION
XBTUSD-C0180,XBTUSD,True,SHORT,2020-11-28T04:44:44.987000Z,2020-11-28T10:49:45.480000Z,21900.493,-9500,22000,0,1,2,1,NONE,FULL_CLOSE,23f11450-1a17-652b-5b96-99c9c8e43bd8,b8041c46-fb01-9eae-bc41-5aa64bf36a3d,5,0,-2354000,0,0,193098,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0180,BEHAVIORAL_APPROXIMATION
XBTUSD-C0181,XBTUSD,True,SHORT,2020-11-28T12:36:16.625000Z,2020-11-30T14:53:19.046000Z,181022.421,-4,1186686,0,1,374,186,NONE,FULL_CLOSE,2a2b907f-e63c-8360-bbf7-b08d299da153,fbe38f29-0726-027c-ce0a-4314d2be6f45,562,6,-339417696.0000000000000000004,0,0,22275745,-1086305,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0181,BEHAVIORAL_APPROXIMATION
ETHZ20-C0008,ETHZ20,False,LONG,2020-11-28T14:26:21.008000Z,2020-11-30T04:39:37.583000Z,137596.575,33,132,0,1,7,2,NONE,FULL_CLOSE,559d193f-12ad-146c-d62c-ccb769b6a35f,ff91605d-ea62-2bca-390d-4f50fbd272d2,11,0,16179000.00000000000000000000,0,0,513291,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHZ20-C0008,BEHAVIORAL_APPROXIMATION
XRPUSD-C0019,XRPUSD,False,SHORT,2020-11-28T18:42:17.555000Z,2020-11-30T04:57:20.956000Z,123303.401,-84,10000,0,1,17,8,NONE,FULL_CLOSE,1ba0d4cd-64a9-ef24-3973-230a56c631ed,8e44b213-be79-7499-3412-b03bb009c0d1,27,5,3563320.0000,0,0,108009,-629259,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XRPUSD-C0019,BEHAVIORAL_APPROXIMATION
ETHUSD-C0078,ETHUSD,False,SHORT,2020-11-30T06:07:46.226000Z,2020-11-30T14:51:47.370000Z,31441.144,-1000,27000,0,1,23,23,NONE,FULL_CLOSE,a3d72279-9b00-53ef-aacd-5f1d4ac1f802,f4bf8852-b2ca-fbbe-5838-81b32ce3a49b,48,1,-55150075.00000000000000000001,0,0,1429978,-64786,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHUSD-C0078,BEHAVIORAL_APPROXIMATION
ETHZ20-C0009,ETHZ20,False,LONG,2020-11-30T08:09:01.139000Z,2020-12-25T11:59:59.999000Z,2173858.86,33,1033,0,1,217,149,NONE,SETTLEMENT,e441a968-fff2-0341-c8bb-45953da1f92d,ef4c248c-5878-5c1c-a1c0-cab05d59d932,368,0,-156919000.0000000000000000000,0,0,2274335,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHZ20-C0009,BEHAVIORAL_APPROXIMATION
XBTUSD-C0182,XBTUSD,True,LONG,2020-11-30T14:56:09.826000Z,2020-12-01T03:28:07.956000Z,45118.13,12212,249696,0,1,33,28,NONE,FULL_CLOSE,81428aff-ff4f-ef90-f4cb-2d72388a3776,f4acc4b4-40eb-9e81-8033-c66f9d585481,63,1,21404212.99999999999999999999,0,0,1131784,129742,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0182,BEHAVIORAL_APPROXIMATION
XBTUSD-C0183,XBTUSD,True,LONG,2020-12-01T03:55:55.191000Z,2020-12-01T13:59:26.993000Z,36211.802,12212,887420,-4786,1,118,120,NONE,FLIP,3ca0e105-d7b9-591c-3209-d2b3abbe1ff1,8b3dd168-c16c-109f-37d3-b0780e29ead9,240,2,-19859301.99999999999999999994,0,0,4354401,1113591,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"XBTUSD-C0183,XBTUSD-C0184",BEHAVIORAL_APPROXIMATION
LTCZ20-C0009,LTCZ20,False,LONG,2020-12-01T11:19:34.205000Z,2020-12-25T11:59:59.999000Z,2076025.794,100,1436,0,1,157,266,NONE,SETTLEMENT,9009c625-1f9b-5d04-50f6-742f9a030ab9,7dd33a7a-e74e-4c17-460c-1f938c0fdbd4,425,0,63735100.00000000000000000007,0,0,-34389,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LTCZ20-C0009,BEHAVIORAL_APPROXIMATION
ETHUSD-C0079,ETHUSD,False,LONG,2020-12-01T11:51:40.587000Z,2020-12-28T03:13:40.500000Z,2301719.913,1000,32000,0,1,236,197,NONE,FULL_CLOSE,69ba474c-430b-0191-230a-703408c0bcd3,b03020a2-5e93-10bd-bfce-04e729fe4a6b,435,80,377359794.9999999999999999999,0,0,3786359,22183995,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHUSD-C0079,BEHAVIORAL_APPROXIMATION
XBTUSD-C0184,XBTUSD,True,SHORT,2020-12-01T13:59:26.993000Z,2020-12-01T14:23:27.499000Z,1440.506,-4786,132488,0,1,14,10,XBTUSD-C0183,FULL_CLOSE,8b3dd168-c16c-109f-37d3-b0780e29ead9,da5f52c4-fe9d-90c3-b3ed-cea45465cfe6,26,0,-1097532.000000000000000000000,0,0,408645,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0184,BEHAVIORAL_APPROXIMATION
XBTUSD-C0185,XBTUSD,True,LONG,2020-12-01T14:29:02.977000Z,2020-12-01T14:42:17.949000Z,794.972,32212,32212,0,1,0,2,NONE,FULL_CLOSE,244dd23b-dd04-dfbb-4008-35a05615b7ef,3c0b71c4-002a-a826-1623-b8c969064652,4,0,3188988,0,0,82987,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0185,BEHAVIORAL_APPROXIMATION
XBTUSD-C0186,XBTUSD,True,SHORT,2020-12-01T14:50:29.199000Z,2020-12-01T16:15:37.605000Z,5108.406,-20000,344424,11060,1,53,37,NONE,FLIP,1306807f-ee5a-91bf-0b80-656a691e7ddf,16444458-a88f-46f6-33e7-809464596c73,92,0,11987439.00000000000000000000,0,0,2193907,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"XBTUSD-C0186,XBTUSD-C0187",BEHAVIORAL_APPROXIMATION
XBTUSD-C0187,XBTUSD,True,LONG,2020-12-01T16:15:37.605000Z,2020-12-04T14:27:17.648000Z,252700.043,11060,397604,-4271,1,74,82,XBTUSD-C0186,FLIP,16444458-a88f-46f6-33e7-809464596c73,0779567b-72cf-283e-dd20-fb430aec0335,158,9,79017850.00000000000000000006,0,0,1875428,1558459,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"XBTUSD-C0187,XBTUSD-C0188",BEHAVIORAL_APPROXIMATION
TRXZ20-C0007,TRXZ20,False,LONG,2020-12-02T06:12:49.097000Z,2020-12-16T10:03:47.449000Z,1223458.352,200000,2300000,0,1,34,57,NONE,FULL_CLOSE,e290ee24-bd47-f637-db40-bb68243a4444,fcacbf7a-e10a-1113-d31b-37a7ed665090,93,0,-8800000.000000000000000000004,0,0,6640,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRXZ20-C0007,BEHAVIORAL_APPROXIMATION
XBTUSD-C0188,XBTUSD,True,SHORT,2020-12-04T14:27:17.648000Z,2020-12-07T06:08:57.253000Z,229299.605,-4271,196747,9113,1,45,11,XBTUSD-C0187,FLIP,0779567b-72cf-283e-dd20-fb430aec0335,1a7562e3-83c3-b1bf-190b-ddaf8383c7dd,58,8,-12081009.00000000000000000000,0,0,698077,-451905,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"XBTUSD-C0188,XBTUSD-C0189",BEHAVIORAL_APPROXIMATION
XBTUSD-C0189,XBTUSD,True,LONG,2020-12-07T06:08:57.253000Z,2020-12-07T12:00:14.410000Z,21077.157,9113,216111,0,1,11,0,XBTUSD-C0188,FULL_CLOSE,1a7562e3-83c3-b1bf-190b-ddaf8383c7dd,bf4373ab-e2a4-2027-3b65-d76cb9f141aa,13,1,-19855425,0,0,1652230,243145,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0189,BEHAVIORAL_APPROXIMATION
XBTUSD-C0190,XBTUSD,True,SHORT,2020-12-07T12:03:25.850000Z,2020-12-09T13:55:06.142000Z,179500.292,-5000,245330,0,1,25,23,NONE,FULL_CLOSE,187a04ee-b2e2-cee2-28a5-c16cc3ca1aab,40690e58-a2a7-8240-88cb-fec68af891a2,50,6,67233204.00000000000000000002,0,0,239097,-777700,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0190,BEHAVIORAL_APPROXIMATION
XBTUSD-C0191,XBTUSD,True,SHORT,2020-12-10T09:53:27.583000Z,2020-12-10T18:12:06.951000Z,29919.368,-3414,181099,0,1,24,10,NONE,FULL_CLOSE,0c7dcc53-0d6e-5a8a-6814-2f8ebaee520f,d8f8ae2e-cf05-4f7c-09af-bc86682a3b49,36,1,1030250.000000000000000000000,0,0,1401888,-67791,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0191,BEHAVIORAL_APPROXIMATION
XBTUSD-C0192,XBTUSD,True,SHORT,2020-12-10T18:48:20.048000Z,2020-12-10T18:48:54.422000Z,34.374,-17997,22222,0,1,1,0,NONE,FULL_CLOSE,010d1efc-ed75-39d1-a2ab-996e030fc7e2,0f23e38e-4547-4661-312d-5096e398afdd,3,0,0,0,0,60711,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0192,BEHAVIORAL_APPROXIMATION
XBTUSD-C0193,XBTUSD,True,LONG,2020-12-11T01:01:51.050000Z,2020-12-11T09:43:42.365000Z,31311.315,25999,51998,0,1,1,3,NONE,FULL_CLOSE,917f9d4f-47b4-917a-39e3-620253c9565f,d47ae9c9-3868-8bfc-3c03-e83660879e93,6,1,-701973.0,0,0,146394,28900,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0193,BEHAVIORAL_APPROXIMATION
XBTUSD-C0194,XBTUSD,True,LONG,2020-12-12T21:41:21.823000Z,2020-12-16T21:46:56.224000Z,345934.401,666,127996,0,1,8,3,NONE,FULL_CLOSE,7f9bf9c9-2565-5329-45e4-fa14574fda51,2da98cd3-314f-67bb-c753-9444f0ad6bca,13,12,50787915.99999999999999999999,0,0,645899,250681,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0194,BEHAVIORAL_APPROXIMATION
XRPUSD-C0020,XRPUSD,False,LONG,2020-12-16T07:27:34.643000Z,2020-12-20T11:02:24.948000Z,358490.305,400,11000,0,1,13,17,NONE,FULL_CLOSE,1190a605-aeab-ab02-f161-534b77b08c96,708aa5e1-dd0e-c2d3-1639-db79f5de47a2,32,12,23819074.00000000000000000001,0,0,114486,463799,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XRPUSD-C0020,BEHAVIORAL_APPROXIMATION
LTCUSD-C0017,LTCUSD,False,LONG,2020-12-16T22:10:42.221000Z,2020-12-17T10:48:42.326000Z,45480.105,100,600,0,1,8,0,NONE,FULL_CLOSE,76a46d17-7ecb-cf08-8b38-1e1a54e5469b,ae0a98a1-55ff-cac8-7e0b-01568151ad47,10,1,1082800,0,0,8166,2827,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LTCUSD-C0017,BEHAVIORAL_APPROXIMATION
XBTUSD-C0195,XBTUSD,True,LONG,2020-12-16T22:52:43.106000Z,2020-12-17T08:36:50.090000Z,35046.984,59,16666,0,1,8,0,NONE,FULL_CLOSE,26c58930-823d-3505-c6fa-1e0ec4923ead,3c6793b3-95bf-aece-eab8-aa0abef95174,10,1,1975450,0,0,96187,1021,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0195,BEHAVIORAL_APPROXIMATION
XBTUSD-C0196,XBTUSD,True,LONG,2020-12-17T09:41:46.320000Z,2020-12-17T13:22:35.946000Z,13249.626,1111,2222,0,1,1,0,NONE,FULL_CLOSE,cf048539-a44d-51a2-921c-ab43f3eeb34c,35d22d6e-ea59-480f-dc4e-af0272e56692,3,1,333300,0,0,4714,5565,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0196,BEHAVIORAL_APPROXIMATION
XBTUSD-C0197,XBTUSD,True,LONG,2020-12-17T20:46:25.902000Z,2020-12-21T16:10:20.965000Z,329035.063,1111,271325,0,1,84,19,NONE,FULL_CLOSE,6e098db9-4b4a-97d5-07bc-9af397c0a602,487d01f4-c703-03f0-99ba-dfaad926db0c,105,11,-23440332.99999999999999999999,0,0,665145,436241,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0197,BEHAVIORAL_APPROXIMATION
XRPUSD-C0021,XRPUSD,False,LONG,2020-12-20T22:00:52.638000Z,2020-12-22T01:14:57.437000Z,98044.799,2000,6000,0,1,2,0,NONE,FULL_CLOSE,1af7e761-1683-e29c-be3e-ecaf61b34b40,a634b02f-a419-081f-b6e9-2f55ead3c871,4,3,-6314000,0,0,27770,186973,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XRPUSD-C0021,BEHAVIORAL_APPROXIMATION
LTCUSD-C0018,LTCUSD,False,LONG,2020-12-21T04:16:14.931000Z,2020-12-22T15:28:21.502000Z,126726.571,700,40600,-2167,1,31,100,NONE,FLIP,c3956490-9e44-bbd9-82ce-26cf782768d1,ba7bb671-778f-e881-2b81-4d08d746dd00,133,4,3377285.999999999999999999989,0,0,-58651,1822518,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"LTCUSD-C0018,LTCUSD-C0019",BEHAVIORAL_APPROXIMATION
XBTUSD-C0198,XBTUSD,True,LONG,2020-12-21T17:25:09.585000Z,2020-12-21T22:05:28.063000Z,16818.478,586,24222,0,1,6,9,NONE,FULL_CLOSE,d88ea4a7-f2f6-9103-db7e-0a6543ca1d13,f98fa30e-d93a-13c8-5be1-0cc8995ec83d,17,1,1649199,0,0,52002,56878,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0198,BEHAVIORAL_APPROXIMATION
XBTUSD-C0199,XBTUSD,True,LONG,2020-12-21T23:57:20.972000Z,2020-12-23T20:49:50.122000Z,161549.15,12111,36333,0,1,2,0,NONE,FULL_CLOSE,4fbfac11-c28d-3334-2b8d-e3225f068d1c,bfd45066-adce-6181-7e1e-80da24347be7,4,6,5667948,0,0,75973,150012,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0199,BEHAVIORAL_APPROXIMATION
XRPUSD-C0022,XRPUSD,False,LONG,2020-12-22T03:52:26.740000Z,2020-12-22T21:40:48.439000Z,64101.699,500,9000,0,1,11,0,NONE,FULL_CLOSE,a03ab16b-1d4c-3ec0-2ac7-2df607cee6b4,1d1646f1-7107-b9cf-633f-fbcafbe220e6,13,3,-8283000,0,0,40182,21860,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XRPUSD-C0022,BEHAVIORAL_APPROXIMATION
LTCUSD-C0019,LTCUSD,False,SHORT,2020-12-22T15:28:21.502000Z,2020-12-22T16:37:00.600000Z,4119.098,-2167,2167,0,1,0,11,LTCUSD-C0018,FULL_CLOSE,ba7bb671-778f-e881-2b81-4d08d746dd00,d817de1b-c890-846a-0cf5-dcff830351ed,13,0,1118696,0,0,35442,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LTCUSD-C0019,BEHAVIORAL_APPROXIMATION
XRPUSD-C0023,XRPUSD,False,LONG,2020-12-22T22:22:41.800000Z,2020-12-23T05:38:12.437000Z,26130.637,5000,11000,0,1,9,0,NONE,FULL_CLOSE,fefc8105-fc86-6a4b-3c5c-9591d35fa7b0,67849e5c-dcbe-2d3d-1df1-b49b7b7b563f,11,1,-18726000,0,0,76008,9144,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XRPUSD-C0023,BEHAVIORAL_APPROXIMATION
LTCUSD-C0020,LTCUSD,False,LONG,2020-12-23T07:52:39.201000Z,2020-12-23T22:20:11.215000Z,52052.014,555,14440,0,1,22,22,NONE,FULL_CLOSE,ad7ea7d2-4c01-f4ae-8b52-e878cbcdd979,e5581de1-ee77-5533-caa6-da5c107c5fd2,46,2,-18038599.99999999999999999998,0,0,163363,179559,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LTCUSD-C0020,BEHAVIORAL_APPROXIMATION
XRPUSD-C0024,XRPUSD,False,LONG,2020-12-23T16:57:03.985000Z,2020-12-23T22:14:50.511000Z,19066.526,1000,58000,0,1,43,1,NONE,FULL_CLOSE,20bf474c-1d9b-e682-8e9b-5d3bfa9afcf2,228aa058-feb2-c393-5089-f97c29fa7ba5,46,1,-64486732.00000000000000000000,0,0,126817,96581,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XRPUSD-C0024,BEHAVIORAL_APPROXIMATION
XBTUSD-C0200,XBTUSD,True,LONG,2020-12-23T22:14:30.283000Z,2020-12-25T20:33:17.159000Z,166726.876,12111,54888,0,1,9,1,NONE,FULL_CLOSE,c9fac5ba-7667-3c82-c1dd-f793ba2ec6e9,f231e4cc-3708-7b62-e8a8-0708c13a6d72,12,6,10217187.00000000000000000000,0,0,239936,206813,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0200,BEHAVIORAL_APPROXIMATION
XRPUSD-C0025,XRPUSD,False,LONG,2020-12-23T22:33:48.764000Z,2020-12-23T22:43:25.605000Z,576.841,469,43000,0,1,7,28,NONE,FULL_CLOSE,31a33801-808f-8477-d204-d4450a155f27,e65bc3dd-43c5-a634-2d10-2f753e92fa9d,37,0,13526614.00000000000000000000,0,0,304780,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XRPUSD-C0025,BEHAVIORAL_APPROXIMATION
XRPUSD-C0026,XRPUSD,False,LONG,2020-12-23T22:53:20.871000Z,2020-12-24T00:16:33.413000Z,4992.542,2000,17554,0,1,11,10,NONE,FULL_CLOSE,c8715122-fe82-a71e-a082-db95fab51db8,f75ce89e-25d1-12c3-1893-057cf1c0171c,23,0,6161861.999999999999999999999,0,0,48129,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XRPUSD-C0026,BEHAVIORAL_APPROXIMATION
XRPUSD-C0027,XRPUSD,False,LONG,2020-12-24T06:27:39.029000Z,2020-12-24T22:54:00.505000Z,59181.476,1222,12554,-778,1,9,10,NONE,FLIP,ea9ceafd-690e-fcfb-e961-97a9c552140d,cb76eae6-e5a8-3558-3086-ff7f633d5921,21,2,10450444.00000000000000000000,0,0,-34745,-369219,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,"XRPUSD-C0027,XRPUSD-C0028",BEHAVIORAL_APPROXIMATION
XRPUSD-C0028,XRPUSD,False,SHORT,2020-12-24T22:54:00.505000Z,2020-12-24T23:31:43.437000Z,2262.932,-778,3000,0,1,1,0,XRPUSD-C0027,FULL_CLOSE,cb76eae6-e5a8-3558-3086-ff7f633d5921,a947010b-7fd4-277c-5e35-34e2bd9b5c4d,3,0,-3645908,0,0,13031,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XRPUSD-C0028,BEHAVIORAL_APPROXIMATION
LTCUSD-C0021,LTCUSD,False,LONG,2020-12-25T07:47:28.608000Z,2021-01-01T07:09:59.910000Z,602551.302,227,7576,0,1,16,14,NONE,FULL_CLOSE,5b8034f0-ba42-e82c-61d9-a872a3863da0,fb1bfd42-5068-d52c-af80-2759562d499a,32,21,25117496.00000000000000000001,0,0,71946,1371998,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LTCUSD-C0021,BEHAVIORAL_APPROXIMATION
LTCH21-C0001,LTCH21,False,LONG,2020-12-25T18:30:08.190000Z,2021-01-03T13:42:02.307000Z,760314.117,96,1354,0,1,39,69,NONE,FULL_CLOSE,cc26ec55-adf3-a476-b77e-bc191de60991,e066493b-7398-f7ce-3132-c0f42f3f7fd7,110,0,-17019500.00000000000000000000,0,0,-87170,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LTCH21-C0001,BEHAVIORAL_APPROXIMATION
XBTUSD-C0201,XBTUSD,True,LONG,2020-12-25T21:16:23.465000Z,2020-12-26T08:45:34.832000Z,41351.367,5111,10222,0,1,1,0,NONE,FULL_CLOSE,9c7d93a0-ecf5-fb15-3f84-888e3bd12e02,df65923f-f1d4-4978-4a8d-cd899c9def18,3,1,1093754,0,0,20253,12521,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0201,BEHAVIORAL_APPROXIMATION
XBTUSD-C0202,XBTUSD,True,LONG,2020-12-26T09:28:19.089000Z,2020-12-26T16:11:27.155000Z,24188.066,6666,13332,0,1,1,2,NONE,FULL_CLOSE,61a58250-f36f-058e-5c9b-773d7fd3ec75,6ea884be-e5d1-ae96-d263-d61846d7c6e4,5,1,2148107,0,0,25354,27267,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,XBTUSD-C0202,BEHAVIORAL_APPROXIMATION
ETHH21-C0001,ETHH21,False,LONG,2020-12-26T15:54:11.011000Z,2021-01-03T13:45:06.396000Z,683455.385,4,670,0,1,89,47,NONE,FULL_CLOSE,a7fa8efe-fd21-eecd-e811-36e6d6115040,dab907d0-65e8-57c3-9b70-088444d27915,138,0,119854000.0000000000000000000,0,0,-509965,0,,AGGREGATE_ONLY_NOT_ALIGNED,XBT,,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ETHH21-C0001,BEHAVIORAL_APPROXIMATION
