model,split,true_action,predicted_action,count
decision_tree_numpy,TRAIN,CLOSE_SHORT,REDUCE_LONG,5
decision_tree_numpy,TRAIN,CLOSE_SHORT,REDUCE_SHORT,59
decision_tree_numpy,TRAIN,FLIP_LONG_TO_SHORT,ADD_LONG,7
decision_tree_numpy,TRAIN,FLIP_LONG_TO_SHORT,REDUCE_LONG,30
decision_tree_numpy,TRAIN,FLIP_LONG_TO_SHORT,REDUCE_SHORT,3
decision_tree_numpy,TRAIN,FLIP_SHORT_TO_LONG,ADD_LONG,5
decision_tree_numpy,TRAIN,FLIP_SHORT_TO_LONG,ADD_SHORT,3
decision_tree_numpy,TRAIN,FLIP_SHORT_TO_LONG,REDUCE_LONG,3
decision_tree_numpy,TRAIN,FLIP_SHORT_TO_LONG,REDUCE_SHORT,34
decision_tree_numpy,TRAIN,HOLD_LONG,ADD_LONG,60
decision_tree_numpy,TRAIN,HOLD_LONG,REDUCE_LONG,9
decision_tree_numpy,TRAIN,HOLD_SHORT,ADD_LONG,1
decision_tree_numpy,TRAIN,HOLD_SHORT,ADD_SHORT,21
decision_tree_numpy,TRAIN,HOLD_SHORT,REDUCE_SHORT,2
decision_tree_numpy,TRAIN,NO_TRADE,ADD_LONG,60
decision_tree_numpy,TRAIN,NO_TRADE,ADD_SHORT,4
decision_tree_numpy,TRAIN,NO_TRADE,REDUCE_LONG,7
decision_tree_numpy,TRAIN,NO_TRADE,REDUCE_SHORT,4
decision_tree_numpy,TRAIN,OPEN_LONG,ADD_LONG,148
decision_tree_numpy,TRAIN,OPEN_LONG,ADD_SHORT,28
decision_tree_numpy,TRAIN,OPEN_LONG,REDUCE_LONG,58
decision_tree_numpy,TRAIN,OPEN_LONG,REDUCE_SHORT,42
decision_tree_numpy,TRAIN,OPEN_SHORT,ADD_LONG,48
decision_tree_numpy,TRAIN,OPEN_SHORT,ADD_SHORT,46
decision_tree_numpy,TRAIN,OPEN_SHORT,REDUCE_LONG,35
decision_tree_numpy,TRAIN,OPEN_SHORT,REDUCE_SHORT,21
decision_tree_numpy,TRAIN,REDUCE_LONG,ADD_LONG,975
decision_tree_numpy,TRAIN,REDUCE_LONG,REDUCE_LONG,2521
decision_tree_numpy,TRAIN,REDUCE_LONG,REDUCE_SHORT,2
decision_tree_numpy,TRAIN,REDUCE_SHORT,ADD_LONG,6
decision_tree_numpy,TRAIN,REDUCE_SHORT,ADD_SHORT,551
decision_tree_numpy,TRAIN,REDUCE_SHORT,REDUCE_LONG,2
decision_tree_numpy,TRAIN,REDUCE_SHORT,REDUCE_SHORT,1514
decision_tree_numpy,VALIDATION,ADD_LONG,ADD_LONG,496
decision_tree_numpy,VALIDATION,ADD_LONG,ADD_SHORT,1
decision_tree_numpy,VALIDATION,ADD_LONG,REDUCE_LONG,50
decision_tree_numpy,VALIDATION,ADD_LONG,REDUCE_SHORT,6
decision_tree_numpy,VALIDATION,ADD_SHORT,ADD_LONG,48
decision_tree_numpy,VALIDATION,ADD_SHORT,ADD_SHORT,831
decision_tree_numpy,VALIDATION,ADD_SHORT,REDUCE_LONG,5
decision_tree_numpy,VALIDATION,ADD_SHORT,REDUCE_SHORT,149
decision_tree_numpy,VALIDATION,CLOSE_LONG,ADD_LONG,54
decision_tree_numpy,VALIDATION,CLOSE_LONG,REDUCE_LONG,24
decision_tree_numpy,VALIDATION,CLOSE_LONG,REDUCE_SHORT,3
decision_tree_numpy,VALIDATION,CLOSE_SHORT,ADD_LONG,8
decision_tree_numpy,VALIDATION,CLOSE_SHORT,ADD_SHORT,20
decision_tree_numpy,VALIDATION,CLOSE_SHORT,REDUCE_SHORT,15
decision_tree_numpy,VALIDATION,FLIP_LONG_TO_SHORT,ADD_LONG,2
decision_tree_numpy,VALIDATION,FLIP_LONG_TO_SHORT,REDUCE_LONG,8
decision_tree_numpy,VALIDATION,FLIP_LONG_TO_SHORT,REDUCE_SHORT,2
decision_tree_numpy,VALIDATION,FLIP_SHORT_TO_LONG,ADD_SHORT,2
decision_tree_numpy,VALIDATION,FLIP_SHORT_TO_LONG,REDUCE_LONG,1
decision_tree_numpy,VALIDATION,FLIP_SHORT_TO_LONG,REDUCE_SHORT,10
decision_tree_numpy,VALIDATION,HOLD_LONG,ADD_LONG,39
decision_tree_numpy,VALIDATION,HOLD_LONG,REDUCE_LONG,3
decision_tree_numpy,VALIDATION,HOLD_SHORT,ADD_SHORT,34
decision_tree_numpy,VALIDATION,HOLD_SHORT,REDUCE_SHORT,16
decision_tree_numpy,VALIDATION,NO_TRADE,ADD_LONG,30
decision_tree_numpy,VALIDATION,NO_TRADE,ADD_SHORT,2
decision_tree_numpy,VALIDATION,NO_TRADE,REDUCE_LONG,2
decision_tree_numpy,VALIDATION,NO_TRADE,REDUCE_SHORT,1
decision_tree_numpy,VALIDATION,OPEN_LONG,ADD_LONG,45
decision_tree_numpy,VALIDATION,OPEN_LONG,ADD_SHORT,16
decision_tree_numpy,VALIDATION,OPEN_LONG,REDUCE_LONG,13
decision_tree_numpy,VALIDATION,OPEN_LONG,REDUCE_SHORT,5
decision_tree_numpy,VALIDATION,OPEN_SHORT,ADD_LONG,16
decision_tree_numpy,VALIDATION,OPEN_SHORT,ADD_SHORT,10
decision_tree_numpy,VALIDATION,OPEN_SHORT,REDUCE_LONG,8
decision_tree_numpy,VALIDATION,OPEN_SHORT,REDUCE_SHORT,9
decision_tree_numpy,VALIDATION,REDUCE_LONG,ADD_LONG,122
decision_tree_numpy,VALIDATION,REDUCE_LONG,REDUCE_LONG,310
decision_tree_numpy,VALIDATION,REDUCE_LONG,REDUCE_SHORT,1
decision_tree_numpy,VALIDATION,REDUCE_SHORT,ADD_LONG,1
decision_tree_numpy,VALIDATION,REDUCE_SHORT,ADD_SHORT,239
decision_tree_numpy,VALIDATION,REDUCE_SHORT,REDUCE_LONG,1
decision_tree_numpy,VALIDATION,REDUCE_SHORT,REDUCE_SHORT,469
decision_tree_numpy,TEST,ADD_LONG,ADD_LONG,86
decision_tree_numpy,TEST,ADD_LONG,REDUCE_LONG,33
decision_tree_numpy,TEST,ADD_LONG,REDUCE_SHORT,6
decision_tree_numpy,TEST,ADD_SHORT,ADD_LONG,4
decision_tree_numpy,TEST,ADD_SHORT,ADD_SHORT,943
decision_tree_numpy,TEST,ADD_SHORT,REDUCE_LONG,6
decision_tree_numpy,TEST,ADD_SHORT,REDUCE_SHORT,307
decision_tree_numpy,TEST,CLOSE_LONG,ADD_LONG,4
decision_tree_numpy,TEST,CLOSE_LONG,REDUCE_LONG,2
decision_tree_numpy,TEST,CLOSE_SHORT,ADD_SHORT,2
decision_tree_numpy,TEST,CLOSE_SHORT,REDUCE_SHORT,2
decision_tree_numpy,TEST,FLIP_LONG_TO_SHORT,ADD_LONG,2
decision_tree_numpy,TEST,FLIP_LONG_TO_SHORT,REDUCE_LONG,5
decision_tree_numpy,TEST,FLIP_SHORT_TO_LONG,ADD_SHORT,4
decision_tree_numpy,TEST,FLIP_SHORT_TO_LONG,REDUCE_SHORT,5
decision_tree_numpy,TEST,HOLD_LONG,ADD_LONG,12
decision_tree_numpy,TEST,HOLD_LONG,ADD_SHORT,1
decision_tree_numpy,TEST,HOLD_LONG,REDUCE_LONG,4
decision_tree_numpy,TEST,HOLD_SHORT,ADD_LONG,1
decision_tree_numpy,TEST,HOLD_SHORT,ADD_SHORT,180
decision_tree_numpy,TEST,HOLD_SHORT,REDUCE_SHORT,29
decision_tree_numpy,TEST,NO_TRADE,ADD_LONG,4
decision_tree_numpy,TEST,NO_TRADE,ADD_SHORT,2
decision_tree_numpy,TEST,NO_TRADE,REDUCE_SHORT,1
decision_tree_numpy,TEST,OPEN_LONG,ADD_LONG,1
decision_tree_numpy,TEST,OPEN_LONG,REDUCE_LONG,2
decision_tree_numpy,TEST,OPEN_LONG,REDUCE_SHORT,1
decision_tree_numpy,TEST,OPEN_SHORT,ADD_LONG,6
decision_tree_numpy,TEST,REDUCE_LONG,ADD_LONG,58
decision_tree_numpy,TEST,REDUCE_LONG,ADD_SHORT,1
decision_tree_numpy,TEST,REDUCE_LONG,REDUCE_LONG,105
decision_tree_numpy,TEST,REDUCE_LONG,REDUCE_SHORT,1
decision_tree_numpy,TEST,REDUCE_SHORT,ADD_LONG,1
decision_tree_numpy,TEST,REDUCE_SHORT,ADD_SHORT,433
decision_tree_numpy,TEST,REDUCE_SHORT,REDUCE_LONG,1
decision_tree_numpy,TEST,REDUCE_SHORT,REDUCE_SHORT,871
