window,state_key,source_venue,canonical_asset,rows,prediction_rows,action_count,mean_confidence,net_return,profit_factor,executed_adjustments,fees,funding,slippage,action_macro_f1,target_exposure_mae,predicted_no_trade_rate,status
SHARED_INTENT_NATIVE_BITMEX,BITMEX:BTC-PERP,BITMEX,BTC-PERP,25194,25194,0,0.6489954929440345,0.0,,0,0.0,0.0,0.0,0.18897288242068894,0.15867753786712183,1.0,STABLE_SAMPLE
SHARED_INTENT_NATIVE_BITMEX,BITMEX:DOGEUSD,BITMEX,DOGEUSD,10291,10291,0,0.7383744465777086,0.0,,0,0.0,0.0,0.0,0.19854157490334262,0.0592766645201759,1.0,STABLE_SAMPLE
SHARED_INTENT_NATIVE_BITMEX,BITMEX:ETHUSD,BITMEX,ETHUSD,4241,4241,0,0.7136185259830359,0.0,,0,0.0,0.0,0.0,0.24707776717557253,0.01900676837315029,1.0,STABLE_SAMPLE
SHARED_INTENT_NATIVE_BITMEX,BITMEX:LTCUSD,BITMEX,LTCUSD,2270,2270,0,0.7436560189502696,0.0,,0,0.0,0.0,0.0,0.24760951745608184,0.01796477008120193,1.0,STABLE_SAMPLE
SHARED_INTENT_NATIVE_HYPERLIQUID,HYPERLIQUID:BTC-PERP,HYPERLIQUID,BTC-PERP,1160,1160,0,0.6570279360629684,0.0,,0,0.0,0.0,0.0,0.3297022512708787,0.5022775527432176,1.0,STABLE_SAMPLE
