symbol,model,rows_seen,rows_with_future_label,action_accuracy,direction_accuracy,action_macro_f1,action_weighted_f1,target_exposure_mae,target_exposure_correlation,open_timing_error_seconds,close_timing_error_seconds,add_recall,reduce_recall,flip_recall,cycle_direction_match,confidence_calibration_gap
TRXM20,distilled_rules,37,36,0.08333333333333333,0.7222222222222222,0.041666666666666664,0.1111111111111111,0.15700710662892195,0.7041015445253836,279828.477,11705.79145,0.0,0.1875,,0.8125,0.567018639411612
TRXM20,cross_asset_logistic,37,36,0.7222222222222222,0.8888888888888888,0.39943074003795065,0.6455829643685431,0.09713985655042863,0.8733746058828727,279828.477,11932.8139,0.9230769230769231,0.875,,1.0,0.12011839974539269
TRXM21,frequency_baseline,177,176,0.6534090909090909,0.9715909090909091,0.19759450171821308,0.5164401749453297,0.17520426270581202,0.05255692918198135,686805.5719999999,24093.409473684205,1.0,0.0,,1.0,0.1974469349939741
TRXM21,distilled_rules,177,176,0.3693181818181818,0.9488636363636364,0.17919400187441425,0.4599663457442276,0.06941044182193264,0.9417116902465075,686805.5719999999,19492.848017543856,0.41739130434782606,0.3269230769230769,,0.9766081871345029,0.32189272899029064
TRXM21,cross_asset_logistic,177,176,0.8409090909090909,0.9659090909090909,0.4164037216828479,0.817255534716093,0.05182295983702199,0.9725452910252159,686805.5719999999,13106.366561403509,0.9478260869565217,0.75,,0.9941520467836257,0.11962904706971574
TRXU20,frequency_baseline,113,112,0.4375,0.7321428571428571,0.1420343137254902,0.28262429971988795,0.16998762742008444,0.39357279129778483,294252.35988235293,31763.13697560976,1.0,0.0,,0.8817204301075269,0.1011540430361024
TRXU20,distilled_rules,113,112,0.13392857142857142,0.6071428571428571,0.1100776369069052,0.16344131252667835,0.1901757968943028,0.3861984954654761,292177.0776470588,17617.732170731702,0.12962962962962962,0.2727272727272727,,0.7096774193548387,0.5991895047986507
TRXU20,cross_asset_logistic,113,112,0.4107142857142857,0.7589285714285714,0.12284178999295278,0.2866990083559851,0.14667855264484533,0.4747541685073541,294252.35988235293,27396.65797560975,0.9259259259259259,0.4090909090909091,,0.9139784946236559,0.20883406737322655
TRXU21,frequency_baseline,45,44,0.5227272727272727,0.9545454545454546,0.17164179104477612,0.35888738127544095,0.3796342173901434,0.13704587814768165,2669344.6575,77992.43394736842,1.0,0.0,,1.0,0.2154734829516594
TRXU21,distilled_rules,45,44,0.29545454545454547,0.9545454545454546,0.15422222222222226,0.3197474747474748,0.25940148341988506,0.4373984668902482,2669344.6575,51067.461,0.08695652173913043,0.6470588235294118,,1.0,0.4542250199069844
TRXU21,cross_asset_logistic,45,44,0.7045454545454546,0.9545454545454546,0.36428982173663027,0.673244811542684,0.19306268654374514,0.5572846178711762,2669344.6575,5333.100315789474,0.8260869565217391,0.7058823529411765,,1.0,0.10535152577282225
TRXUSDT,frequency_baseline,7,6,1.0,1.0,1.0,1.0,0.4133012180249504,0.6327340632324985,,,1.0,,,1.0,0.45359900757491534
TRXUSDT,distilled_rules,7,6,0.3333333333333333,1.0,0.125,0.5,0.3288991804033726,0.9290137136783898,,,0.3333333333333333,,,1.0,0.4388068126117552
TRXUSDT,cross_asset_logistic,7,6,0.8333333333333334,1.0,0.45454545454545453,0.9090909090909091,0.10492551794126904,0.9789495764688249,,,0.8333333333333334,,,1.0,0.2345198309327702
TRXZ20,frequency_baseline,69,68,0.6176470588235294,0.8970588235294118,0.19090909090909092,0.47165775401069526,0.17916165697267736,0.28780326462568,638880.3269999999,81603.00645,1.0,0.0,,1.0,0.22790667042237123
TRXZ20,distilled_rules,69,68,0.16176470588235295,0.8235294117647058,0.06305500923773764,0.13882549265012636,0.2061392227226186,0.34985292706652105,638880.3269999999,65833.74325,0.07142857142857142,0.6153846153846154,,0.8852459016393442,0.528527807453049
TRXZ20,cross_asset_logistic,69,68,0.6617647058823529,0.8970588235294118,0.2904040404040404,0.5753119429590017,0.1346199922883231,0.6431561494860007,638880.3269999999,35380.503899999996,0.9761904761904762,0.3076923076923077,,1.0,0.11095679797605362
TRXZ21,frequency_baseline,23,22,0.2727272727272727,0.9545454545454546,0.14285714285714285,0.11688311688311687,0.4259486108000921,0.20508970863719442,,82177.35399999998,1.0,0.0,,1.0,0.3318228427322082
TRXZ21,distilled_rules,23,22,0.2727272727272727,0.9545454545454546,0.13695652173913042,0.3646245059288537,0.26698394171885326,0.45682660884551457,,69093.77381249999,0.16666666666666666,0.3333333333333333,,1.0,0.4456715387800626
TRXZ21,cross_asset_logistic,23,22,0.9090909090909091,0.9545454545454546,0.6155303030303031,0.887138429752066,0.14831077213039648,0.8353603500015585,,0.0,0.8333333333333334,1.0,,1.0,0.10526043943339332
UNIUSDT,frequency_baseline,74,73,0.6301369863013698,0.9452054794520548,0.19327731092436976,0.48716472890526075,0.17469279360600254,0.19650545825680368,2034671.9083333332,70450.82054166666,1.0,0.0,,1.0,0.24831249786970083
UNIUSDT,distilled_rules,74,73,0.1780821917808219,0.8356164383561644,0.09469696969696968,0.23337484433374842,0.13859561488362573,0.6192447158033623,2034671.9083333332,55624.23924999999,0.13043478260869565,0.35,,0.8840579710144928,0.27163060126370014
UNIUSDT,cross_asset_logistic,74,73,0.7534246575342466,0.9452054794520548,0.3557233704292527,0.7040965219853212,0.1021329009670809,0.8154928057214302,2034671.9083333332,64855.69662500001,0.9782608695652174,0.5,,1.0,0.12730144269391108
XBTM21,frequency_baseline,2,1,0.0,0.0,0.0,0.0,0.021136765389461437,,,34.479,,,,,0.6046511627906976
XBTM21,distilled_rules,2,1,0.0,0.0,0.0,0.0,0.0625,,,34.479,,,,,0.7543704115978903
XBTM21,cross_asset_logistic,2,1,0.0,0.0,0.0,0.0,0.003914833068847656,,,34.479,,,,,0.5529734703835913
XLMUSDT,frequency_baseline,6,5,0.4,0.8,0.1904761904761905,0.2285714285714286,0.4380353037356276,-0.19611613513818402,,11080.932666666668,1.0,0.0,,1.0,0.30585322258054326
XLMUSDT,distilled_rules,6,5,0.0,0.8,0.0,0.0,0.4833333333333334,-0.6081303192631499,,11080.932666666668,0.0,0.0,,1.0,0.6848542572743984
XLMUSDT,cross_asset_logistic,6,5,0.6,0.8,0.43333333333333335,0.52,0.457170295715332,-0.4427710864939616,,7478.585,1.0,0.5,,1.0,0.4892436740850604
XRPUSD,frequency_baseline,1206,1205,0.4580912863070539,0.8863070539419087,0.11699522102747908,0.300037924418864,0.12718911651238698,0.4587322869795087,921641.384113924,24274.860061224488,1.0,0.0,0.0,0.9484902309058615,0.06663682503736926
XRPUSD,distilled_rules,1206,1205,0.22821576763485477,0.7377593360995851,0.12793817961968126,0.27755907131970536,0.06499793424376538,0.8844262889954067,434731.9303291139,11895.422923933214,0.30067567567567566,0.15789473684210525,0.0,0.7735346358792184,0.4539740918531126
XRPUSD,cross_asset_logistic,1206,1205,0.6763485477178424,0.8804979253112033,0.2102664946389643,0.6162293701057624,0.03980731744020221,0.9619928987362828,921641.384113924,14753.269029684605,0.9121621621621622,0.6885964912280702,0.0,0.9422735346358793,0.07188641426275937
XTZUSDTZ20,frequency_baseline,9,8,0.875,0.875,0.4666666666666667,0.8166666666666667,0.3588968619049424,0.46102489970873306,,95844.394,1.0,,,1.0,0.389482851850754
XTZUSDTZ20,distilled_rules,9,8,0.25,0.875,0.11111111111111112,0.3888888888888889,0.2969515087526013,0.2249646232966627,,95844.394,0.2857142857142857,,,1.0,0.39995555162882956
XTZUSDTZ20,cross_asset_logistic,9,8,0.875,0.875,0.4666666666666667,0.8166666666666667,0.22898755754743302,0.28361967397317306,,95844.394,1.0,,,1.0,0.29520214697811414
YFIUSDTH21,frequency_baseline,78,77,0.6103896103896104,0.8701298701298701,0.1091753774680604,0.4664766128180763,0.24029720773773314,0.2012139290666701,500325.83928571426,74692.36652173914,1.0,0.0,,0.9710144927536232,0.07364142012365449
YFIUSDTH21,distilled_rules,78,77,0.14285714285714285,0.8311688311688312,0.05501152073732719,0.20907519899455382,0.1843533102315197,0.6177209817056211,500325.83928571426,61726.66943478263,0.2127659574468085,0.06666666666666667,,0.927536231884058,0.5411384452136884
YFIUSDTH21,cross_asset_logistic,78,77,0.7662337662337663,0.8701298701298701,0.2740939864595779,0.6820819562755047,0.12477091474086675,0.716539278071528,500325.83928571426,53795.85043478261,1.0,0.8,,0.9710144927536232,0.1962330228256779
YFIUSDTZ20,frequency_baseline,188,187,0.679144385026738,0.9411764705882353,0.20222929936305734,0.5493715726012467,0.1220456017612897,0.26874234350807075,114506.4859,29917.720079999996,1.0,0.0,,1.0,0.19093417196055137
YFIUSDTZ20,distilled_rules,188,187,0.4117647058823529,0.839572192513369,0.1516206482593037,0.46611692805464433,0.08709912514442533,0.3705668500946732,114506.4859,17406.69316,0.44881889763779526,0.48717948717948717,,0.8863636363636364,0.3050081142677161
YFIUSDTZ20,cross_asset_logistic,188,187,0.7379679144385026,0.8983957219251337,0.3435413245758074,0.6792883924729767,0.05295959497135591,0.48635546316733275,114506.4859,20791.201380000002,0.952755905511811,0.4358974358974359,,0.9545454545454546,0.10050624129009722
