symbol,snapshot_timestamp,reconstructed_currentQty,snapshot_currentQty,quantity_status,reconstructed_currentCost,snapshot_currentCost,current_cost_status,reconstructed_posCost,snapshot_posCost,pos_cost_status,reconstructed_aep_exact,reconstructed_aep_display,snapshot_avgEntryPrice,avg_entry_price_status,snapshot_avgCostPrice,avg_cost_price_status,reconciliation_status
XBTUSD,2026-07-19T12:35:00.504Z,-998000,-998000,PASS,1386445848,1386445811,BLOCKED,1386445848,1386445811,BLOCKED,71982.618490822464968098336702587628720357600841946133345892107878589169521669517386375861191593009783898288650769001163067364823586717576221993137280942905343504535017594693555225292123462257237167290,71982.6185,71982.3211,BLOCKED,71982.3211,BLOCKED,BLOCKED
