symbol,model,rows_seen,rows_with_future_label,action_accuracy,direction_accuracy,action_macro_f1,action_weighted_f1,target_exposure_mae,target_exposure_correlation,open_timing_error_seconds,close_timing_error_seconds,add_recall,reduce_recall,flip_recall,cycle_direction_match,confidence_calibration_gap
LTCU21,cross_asset_logistic,18,17,0.5294117647058824,0.8235294117647058,0.18000000000000002,0.42352941176470593,0.20412219821705538,0.217132052090142,783946.6755,112078.70300000001,0.9,0.0,,1.0,0.14842015656757676
LTCUSD,frequency_baseline,1353,1352,0.5362426035502958,0.9452662721893491,0.0702179176755448,0.3770577531985616,0.12064367853533997,0.29671712359050856,1316968.414852459,25154.61609859155,1.0,0.0,0.0,0.991466252909232,0.08082256822273098
LTCUSD,distilled_rules,1353,1352,0.32470414201183434,0.8247041420118343,0.13054880798400223,0.37623070677722864,0.08806814920323941,0.62918978471403,1257684.7615737705,16719.543088028167,0.3452544704264099,0.344,0.0,0.8580294802172227,0.48368963294219386
LTCUSD,cross_asset_logistic,1353,1352,0.7507396449704142,0.9378698224852071,0.15577005032416014,0.7088591205196434,0.0427778710365329,0.8845597565388336,1316968.414852459,13220.202667253521,0.9119669876203577,0.704,0.0,0.9837083010085338,0.0664985000953894
LTCZ20,frequency_baseline,100,99,0.5151515151515151,0.9191919191919192,0.16999999999999998,0.3503030303030303,0.20178402626053482,0.21395345979858418,576278.0595,31322.210225,1.0,0.0,,1.0,0.05838239937999412
LTCZ20,distilled_rules,100,99,0.2222222222222222,0.898989898989899,0.09558823529411765,0.2727272727272727,0.20740510861171715,0.21643326249321965,576278.0595,12459.066275000001,0.19607843137254902,0.375,,0.978021978021978,0.4932837287149442
LTCZ20,cross_asset_logistic,100,99,0.5959595959595959,0.9191919191919192,0.3081989247311828,0.5360215053763441,0.1494029356738138,0.5878929943946162,576278.0595,19350.223375,0.8431372549019608,0.5,,1.0,0.1337943167736486
LTCZ21,frequency_baseline,15,14,0.35714285714285715,0.9285714285714286,0.17543859649122806,0.18796992481203006,0.4197270809601034,0.37209147983162494,,51975.190444444444,1.0,0.0,,1.0,0.14633506973935045
LTCZ21,distilled_rules,15,14,0.21428571428571427,0.8571428571428571,0.10909090909090909,0.3116883116883117,0.30464916877054254,0.30634206039129747,,13234.254444444443,0.0,0.375,,0.9230769230769231,0.4286826395527294
LTCZ21,cross_asset_logistic,15,14,0.7142857142857143,0.9285714285714286,0.4888888888888889,0.6952380952380952,0.3141335231786639,0.18935754953204528,,9143.860444444443,0.8,0.75,,1.0,0.0911071831554758
LUNAUSD,frequency_baseline,75,74,0.527027027027027,0.8378378378378378,0.13411764705882354,0.4034976152623212,0.218407406628044,0.5614673863096897,1023115.6051666667,47081.28932,1.0,0.0,,0.9253731343283582,0.24042137068822167
LUNAUSD,distilled_rules,75,74,0.13513513513513514,0.7972972972972973,0.07840579710144928,0.15624755189972583,0.19187634339146778,0.6561216021261885,1023115.6051666667,35103.2428,0.11627906976744186,0.2777777777777778,,0.8805970149253731,0.6411794704767738
LUNAUSD,cross_asset_logistic,75,74,0.06756756756756757,0.8648648648648649,0.021927016645326505,0.05256601031248919,0.12531106935105882,0.8342985347243674,1023115.6051666667,47080.84936,1.0,0.0,,0.9552238805970149,0.4570881000261416
TRXH21,frequency_baseline,151,150,0.47333333333333333,0.9133333333333333,0.0922077922077922,0.30551515151515146,0.16444209536756924,0.22086647021522746,410085.0664444444,38488.62454285714,1.0,0.0,,0.9856115107913669,0.23365782832580315
TRXH21,distilled_rules,151,150,0.2866666666666667,0.8733333333333333,0.0890896107154575,0.3486445486653928,0.15377234592837982,0.5702841656158566,410085.0664444444,31267.565985714285,0.29577464788732394,0.3728813559322034,,0.9424460431654677,0.4606686496967393
TRXH21,cross_asset_logistic,151,150,0.6866666666666666,0.92,0.2411864436404314,0.6330036879730131,0.10394794927352241,0.6675953341323153,410085.0664444444,16267.398414285713,0.9154929577464789,0.6440677966101694,,0.9928057553956835,0.11860390910627616
TRXM20,frequency_baseline,37,36,0.3611111111111111,0.8888888888888888,0.13265306122448978,0.19160997732426302,0.2281436991693604,0.1805551555684931,279828.477,31261.06205,1.0,0.0,,1.0,0.17139535850005183
TRXM20,distilled_rules,37,36,0.08333333333333333,0.7222222222222222,0.041666666666666664,0.1111111111111111,0.15700710662892192,0.704101544525384,279828.477,11705.79145,0.0,0.1875,,0.8125,0.5670186394116121
TRXM20,cross_asset_logistic,37,36,0.7222222222222222,0.8888888888888888,0.39943074003795065,0.6455829643685431,0.09743979771931967,0.8697396764798971,279828.477,11932.8139,0.9230769230769231,0.875,,1.0,0.3101932107962756
